Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths
High blood plasma glucose,Chronic kidney disease,15–24,2011,Persons,0.293935059
High blood plasma glucose,Chronic kidney disease,15–24,2015,Females,0
High blood plasma glucose,Chronic kidney disease,15–24,2015,Males,0.134194203
High blood plasma glucose,Chronic kidney disease,15–24,2015,Persons,0.134194203
High blood plasma glucose,Chronic kidney disease,15–24,2018,Females,0.136048459
High blood plasma glucose,Chronic kidney disease,15–24,2018,Males,0.209024046
High blood plasma glucose,Chronic kidney disease,15–24,2018,Persons,0.345072505
High blood plasma glucose,Chronic kidney disease,25–34,2011,Females,0.307985996
High blood plasma glucose,Chronic kidney disease,25–34,2011,Males,0.255337209
High blood plasma glucose,Chronic kidney disease,25–34,2011,Persons,0.563323205
High blood plasma glucose,Chronic kidney disease,25–34,2015,Females,0.518429572
High blood plasma glucose,Chronic kidney disease,25–34,2015,Males,0.710739798
High blood plasma glucose,Chronic kidney disease,25–34,2015,Persons,1.22916937
High blood plasma glucose,Chronic kidney disease,25–34,2018,Females,0.451927329
High blood plasma glucose,Chronic kidney disease,25–34,2018,Males,0.889595104
High blood plasma glucose,Chronic kidney disease,25–34,2018,Persons,1.341522433
High blood plasma glucose,Chronic kidney disease,35–44,2011,Females,1.249592717
High blood plasma glucose,Chronic kidney disease,35–44,2011,Males,2.161002065
High blood plasma glucose,Chronic kidney disease,35–44,2011,Persons,3.410594782
High blood plasma glucose,Chronic kidney disease,35–44,2015,Females,2.281451638
High blood plasma glucose,Chronic kidney disease,35–44,2015,Males,3.685328076
High blood plasma glucose,Chronic kidney disease,35–44,2015,Persons,5.966779715
High blood plasma glucose,Chronic kidney disease,35–44,2018,Females,1.677649255
High blood plasma glucose,Chronic kidney disease,35–44,2018,Males,2.315765069
High blood plasma glucose,Chronic kidney disease,35–44,2018,Persons,3.993414323
High blood plasma glucose,Chronic kidney disease,45–54,2011,Females,5.778517103
High blood plasma glucose,Chronic kidney disease,45–54,2011,Males,3.710584223
High blood plasma glucose,Chronic kidney disease,45–54,2011,Persons,9.489101327
High blood plasma glucose,Chronic kidney disease,45–54,2015,Females,6.340678563
High blood plasma glucose,Chronic kidney disease,45–54,2015,Males,9.055291126
High blood plasma glucose,Chronic kidney disease,45–54,2015,Persons,15.39596969
High blood plasma glucose,Chronic kidney disease,45–54,2018,Females,4.569672609
High blood plasma glucose,Chronic kidney disease,45–54,2018,Males,5.227067294
High blood plasma glucose,Chronic kidney disease,45–54,2018,Persons,9.796739903
High blood plasma glucose,Chronic kidney disease,55–64,2011,Females,9.361074433
High blood plasma glucose,Chronic kidney disease,55–64,2011,Males,15.04663266
High blood plasma glucose,Chronic kidney disease,55–64,2011,Persons,24.4077071
High blood plasma glucose,Chronic kidney disease,55–64,2015,Females,17.73677345
High blood plasma glucose,Chronic kidney disease,55–64,2015,Males,28.07097073
High blood plasma glucose,Chronic kidney disease,55–64,2015,Persons,45.80774418
High blood plasma glucose,Chronic kidney disease,55–64,2018,Females,14.94280534
High blood plasma glucose,Chronic kidney disease,55–64,2018,Males,18.2230439
High blood plasma glucose,Chronic kidney disease,55–64,2018,Persons,33.16584925
High blood plasma glucose,Chronic kidney disease,65–84,2011,Females,104.904835
High blood plasma glucose,Chronic kidney disease,65–84,2011,Males,139.9532523
High blood plasma glucose,Chronic kidney disease,65–84,2011,Persons,244.8580873
High blood plasma glucose,Chronic kidney disease,65–84,2015,Females,147.9637753
High blood plasma glucose,Chronic kidney disease,65–84,2015,Males,176.2462956
High blood plasma glucose,Chronic kidney disease,65–84,2015,Persons,324.210071
High blood plasma glucose,Chronic kidney disease,65–84,2018,Females,112.5585352
High blood plasma glucose,Chronic kidney disease,65–84,2018,Males,152.2925165
High blood plasma glucose,Chronic kidney disease,65–84,2018,Persons,264.8510517
High blood plasma glucose,Chronic kidney disease,85+,2011,Females,171.2391241
High blood plasma glucose,Chronic kidney disease,85+,2011,Males,131.8242504
High blood plasma glucose,Chronic kidney disease,85+,2011,Persons,303.0633744
High blood plasma glucose,Chronic kidney disease,85+,2015,Females,231.0427035
High blood plasma glucose,Chronic kidney disease,85+,2015,Males,156.5398097
High blood plasma glucose,Chronic kidney disease,85+,2015,Persons,387.5825133
High blood plasma glucose,Chronic kidney disease,85+,2018,Females,199.9463691
High blood plasma glucose,Chronic kidney disease,85+,2018,Males,145.83331
High blood plasma glucose,Chronic kidney disease,85+,2018,Persons,345.7796791
High blood plasma glucose,Chronic kidney disease,Under 15,2011,Females,0.974753866
High blood plasma glucose,Chronic kidney disease,Under 15,2011,Males,0.882247158
High blood plasma glucose,Chronic kidney disease,Under 15,2011,Persons,1.857001024
High blood plasma glucose,Chronic kidney disease,Under 15,2015,Females,1.049633416
High blood plasma glucose,Chronic kidney disease,Under 15,2015,Males,0.414302775
High blood plasma glucose,Chronic kidney disease,Under 15,2015,Persons,1.463936191
High blood plasma glucose,Chronic kidney disease,Under 15,2018,Females,0.410253275
High blood plasma glucose,Chronic kidney disease,Under 15,2018,Males,0.564370342
High blood plasma glucose,Chronic kidney disease,Under 15,2018,Persons,0.974623616
High blood plasma glucose,Coronary heart disease,25–34,2011,Females,0.224207471
High blood plasma glucose,Coronary heart disease,25–34,2011,Males,0.767559633
High blood plasma glucose,Coronary heart disease,25–34,2011,Persons,0.991767104
High blood plasma glucose,Coronary heart disease,25–34,2015,Females,0.12628935
High blood plasma glucose,Coronary heart disease,25–34,2015,Males,0.779784971
High blood plasma glucose,Coronary heart disease,25–34,2015,Persons,0.906074321
High blood plasma glucose,Coronary heart disease,25–34,2018,Females,0.121845158
High blood plasma glucose,Coronary heart disease,25–34,2018,Males,0.529461331
High blood plasma glucose,Coronary heart disease,25–34,2018,Persons,0.651306489
High blood plasma glucose,Coronary heart disease,35–44,2011,Females,0.688915469
High blood plasma glucose,Coronary heart disease,35–44,2011,Males,4.136302469
High blood plasma glucose,Coronary heart disease,35–44,2011,Persons,4.825217938
High blood plasma glucose,Coronary heart disease,35–44,2015,Females,0.855682396
High blood plasma glucose,Coronary heart disease,35–44,2015,Males,3.838226096
High blood plasma glucose,Coronary heart disease,35–44,2015,Persons,4.693908492
High blood plasma glucose,Coronary heart disease,35–44,2018,Females,0.760842083
High blood plasma glucose,Coronary heart disease,35–44,2018,Males,2.983212028
High blood plasma glucose,Coronary heart disease,35–44,2018,Persons,3.744054111
High blood plasma glucose,Coronary heart disease,45–54,2011,Females,6.194708902
High blood plasma glucose,Coronary heart disease,45–54,2011,Males,27.645312
High blood plasma glucose,Coronary heart disease,45–54,2011,Persons,33.84002091
High blood plasma glucose,Coronary heart disease,45–54,2015,Females,5.631948582
High blood plasma glucose,Coronary heart disease,45–54,2015,Males,27.12506974
High blood plasma glucose,Coronary heart disease,45–54,2015,Persons,32.75701832
High blood plasma glucose,Coronary heart disease,45–54,2018,Females,5.967775468
High blood plasma glucose,Coronary heart disease,45–54,2018,Males,24.48937251
High blood plasma glucose,Coronary heart disease,45–54,2018,Persons,30.45714797
High blood plasma glucose,Coronary heart disease,55–64,2011,Females,23.38034779
High blood plasma glucose,Coronary heart disease,55–64,2011,Males,100.902016
High blood plasma glucose,Coronary heart disease,55–64,2011,Persons,124.2823638
High blood plasma glucose,Coronary heart disease,55–64,2015,Females,22.92489796
High blood plasma glucose,Coronary heart disease,55–64,2015,Males,91.21253219
High blood plasma glucose,Coronary heart disease,55–64,2015,Persons,114.1374301
High blood plasma glucose,Coronary heart disease,55–64,2018,Females,22.89129141
High blood plasma glucose,Coronary heart disease,55–64,2018,Males,91.49136697
High blood plasma glucose,Coronary heart disease,55–64,2018,Persons,114.3826584
High blood plasma glucose,Coronary heart disease,65–84,2011,Females,236.2029794
High blood plasma glucose,Coronary heart disease,65–84,2011,Males,414.3920721
High blood plasma glucose,Coronary heart disease,65–84,2011,Persons,650.5950515
High blood plasma glucose,Coronary heart disease,65–84,2015,Females,200.192953
High blood plasma glucose,Coronary heart disease,65–84,2015,Males,377.295483
High blood plasma glucose,Coronary heart disease,65–84,2015,Persons,577.488436
High blood plasma glucose,Coronary heart disease,65–84,2018,Females,177.0022487
High blood plasma glucose,Coronary heart disease,65–84,2018,Males,357.0476855
High blood plasma glucose,Coronary heart disease,65–84,2018,Persons,534.0499342
High blood plasma glucose,Coronary heart disease,85+,2011,Females,540.3781095
High blood plasma glucose,Coronary heart disease,85+,2011,Males,340.3249501
High blood plasma glucose,Coronary heart disease,85+,2011,Persons,880.7030595
High blood plasma glucose,Coronary heart disease,85+,2015,Females,501.2982703
High blood plasma glucose,Coronary heart disease,85+,2015,Males,347.1178406
High blood plasma glucose,Coronary heart disease,85+,2015,Persons,848.4161109
High blood plasma glucose,Coronary heart disease,85+,2018,Females,426.2850535
High blood plasma glucose,Coronary heart disease,85+,2018,Males,334.1253851
High blood plasma glucose,Coronary heart disease,85+,2018,Persons,760.4104385
High blood plasma glucose,Dementia,25–34,2011,Females,0.010442249
High blood plasma glucose,Dementia,25–34,2011,Males,0.005091637
High blood plasma glucose,Dementia,25–34,2011,Persons,0.015533886
High blood plasma glucose,Dementia,25–34,2015,Females,0.000418466
High blood plasma glucose,Dementia,25–34,2015,Males,0.006461885
High blood plasma glucose,Dementia,25–34,2015,Persons,0.006880352
High blood plasma glucose,Dementia,25–34,2018,Females,0.009541915
High blood plasma glucose,Dementia,25–34,2018,Males,1.73E-05
High blood plasma glucose,Dementia,25–34,2018,Persons,0.009559252
High blood plasma glucose,Dementia,35–44,2011,Females,0.034535924
High blood plasma glucose,Dementia,35–44,2011,Males,0.022328116
High blood plasma glucose,Dementia,35–44,2011,Persons,0.05686404
High blood plasma glucose,Dementia,35–44,2015,Females,0.044706047
High blood plasma glucose,Dementia,35–44,2015,Males,0.050348653
High blood plasma glucose,Dementia,35–44,2015,Persons,0.095054701
High blood plasma glucose,Dementia,35–44,2018,Females,0.015791936
High blood plasma glucose,Dementia,35–44,2018,Males,0.000559256
High blood plasma glucose,Dementia,35–44,2018,Persons,0.016351192
High blood plasma glucose,Dementia,45–54,2011,Females,0.21499197
High blood plasma glucose,Dementia,45–54,2011,Males,0.177973111
High blood plasma glucose,Dementia,45–54,2011,Persons,0.392965081
High blood plasma glucose,Dementia,45–54,2015,Females,0.09583085
High blood plasma glucose,Dementia,45–54,2015,Males,0.227422687
High blood plasma glucose,Dementia,45–54,2015,Persons,0.323253537
High blood plasma glucose,Dementia,45–54,2018,Females,0.207943381
High blood plasma glucose,Dementia,45–54,2018,Males,0.314592518
High blood plasma glucose,Dementia,45–54,2018,Persons,0.522535899
High blood plasma glucose,Dementia,55–64,2011,Females,2.415827697
High blood plasma glucose,Dementia,55–64,2011,Males,3.590166582
High blood plasma glucose,Dementia,55–64,2011,Persons,6.005994279
High blood plasma glucose,Dementia,55–64,2015,Females,2.916967009
High blood plasma glucose,Dementia,55–64,2015,Males,4.038576905
High blood plasma glucose,Dementia,55–64,2015,Persons,6.955543914
High blood plasma glucose,Dementia,55–64,2018,Females,3.11072799
High blood plasma glucose,Dementia,55–64,2018,Males,5.828457729
High blood plasma glucose,Dementia,55–64,2018,Persons,8.939185718
High blood plasma glucose,Dementia,65–84,2011,Females,122.3118924
High blood plasma glucose,Dementia,65–84,2011,Males,142.4071624
High blood plasma glucose,Dementia,65–84,2011,Persons,264.7190549
High blood plasma glucose,Dementia,65–84,2015,Females,161.6472106
High blood plasma glucose,Dementia,65–84,2015,Males,175.7204762
High blood plasma glucose,Dementia,65–84,2015,Persons,337.3676868
High blood plasma glucose,Dementia,65–84,2018,Females,162.2769361
High blood plasma glucose,Dementia,65–84,2018,Males,194.0908475
High blood plasma glucose,Dementia,65–84,2018,Persons,356.3677836
High blood plasma glucose,Dementia,85+,2011,Females,273.9424275
High blood plasma glucose,Dementia,85+,2011,Males,156.9446129
High blood plasma glucose,Dementia,85+,2011,Persons,430.8870404
High blood plasma glucose,Dementia,85+,2015,Females,305.5537633
High blood plasma glucose,Dementia,85+,2015,Males,339.2305794
High blood plasma glucose,Dementia,85+,2015,Persons,644.7843428
High blood plasma glucose,Dementia,85+,2018,Females,460.7889066
High blood plasma glucose,Dementia,85+,2018,Males,193.7137731
High blood plasma glucose,Dementia,85+,2018,Persons,654.5026797
High blood plasma glucose,Glaucoma,25–34,2011,Females,0
High blood plasma glucose,Glaucoma,25–34,2011,Males,0
High blood plasma glucose,Glaucoma,25–34,2011,Persons,0
High blood plasma glucose,Glaucoma,25–34,2015,Females,0
High blood plasma glucose,Glaucoma,25–34,2015,Males,0
High blood plasma glucose,Glaucoma,25–34,2015,Persons,0
High blood plasma glucose,Glaucoma,25–34,2018,Females,0
High blood plasma glucose,Glaucoma,25–34,2018,Males,0
High blood plasma glucose,Glaucoma,25–34,2018,Persons,0
High blood plasma glucose,Glaucoma,35–44,2011,Females,0
High blood plasma glucose,Glaucoma,35–44,2011,Males,0
High blood plasma glucose,Glaucoma,35–44,2011,Persons,0
High blood plasma glucose,Glaucoma,35–44,2015,Females,0
High blood plasma glucose,Glaucoma,35–44,2015,Males,0
High blood plasma glucose,Glaucoma,35–44,2015,Persons,0
High blood plasma glucose,Glaucoma,35–44,2018,Females,0
High blood plasma glucose,Glaucoma,35–44,2018,Males,0
High blood plasma glucose,Glaucoma,35–44,2018,Persons,0
High blood plasma glucose,Glaucoma,45–54,2011,Females,0
High blood plasma glucose,Glaucoma,45–54,2011,Males,0
High blood plasma glucose,Glaucoma,45–54,2011,Persons,0
High blood plasma glucose,Glaucoma,45–54,2015,Females,0
High blood plasma glucose,Glaucoma,45–54,2015,Males,0
High blood plasma glucose,Glaucoma,45–54,2015,Persons,0
High blood plasma glucose,Glaucoma,45–54,2018,Females,0
High blood plasma glucose,Glaucoma,45–54,2018,Males,0
High blood plasma glucose,Glaucoma,45–54,2018,Persons,0
High blood plasma glucose,Glaucoma,55–64,2011,Females,0
High blood plasma glucose,Glaucoma,55–64,2011,Males,0
High blood plasma glucose,Glaucoma,55–64,2011,Persons,0
High blood plasma glucose,Glaucoma,55–64,2015,Females,0
High blood plasma glucose,Glaucoma,55–64,2015,Males,0
High blood plasma glucose,Glaucoma,55–64,2015,Persons,0
High blood plasma glucose,Glaucoma,55–64,2018,Females,0
High blood plasma glucose,Glaucoma,55–64,2018,Males,0
High blood plasma glucose,Glaucoma,55–64,2018,Persons,0
High blood plasma glucose,Glaucoma,65–84,2011,Females,0
High blood plasma glucose,Glaucoma,65–84,2011,Males,0
High blood plasma glucose,Glaucoma,65–84,2011,Persons,0
High blood plasma glucose,Glaucoma,65–84,2015,Females,0
High blood plasma glucose,Glaucoma,65–84,2015,Males,0
High blood plasma glucose,Glaucoma,65–84,2015,Persons,0
High blood plasma glucose,Glaucoma,65–84,2018,Females,0
High blood plasma glucose,Glaucoma,65–84,2018,Males,0
High blood plasma glucose,Glaucoma,65–84,2018,Persons,0
High blood plasma glucose,Glaucoma,85+,2011,Females,0
High blood plasma glucose,Glaucoma,85+,2011,Males,0
High blood plasma glucose,Glaucoma,85+,2011,Persons,0
High blood plasma glucose,Glaucoma,85+,2015,Females,0
High blood plasma glucose,Glaucoma,85+,2015,Males,0
High blood plasma glucose,Glaucoma,85+,2015,Persons,0
High blood plasma glucose,Glaucoma,85+,2018,Females,0
High blood plasma glucose,Glaucoma,85+,2018,Males,0
High blood plasma glucose,Glaucoma,85+,2018,Persons,0
High blood plasma glucose,Liver cancer,25–34,2011,Females,0.000146962
High blood plasma glucose,Liver cancer,25–34,2011,Males,0.018953188
High blood plasma glucose,Liver cancer,25–34,2011,Persons,0.019100149
High blood plasma glucose,Liver cancer,25–34,2015,Females,0.005650006
High blood plasma glucose,Liver cancer,25–34,2015,Males,0.038056631
High blood plasma glucose,Liver cancer,25–34,2015,Persons,0.043706637
High blood plasma glucose,Liver cancer,25–34,2018,Females,0.014641353
High blood plasma glucose,Liver cancer,25–34,2018,Males,0.026551306
High blood plasma glucose,Liver cancer,25–34,2018,Persons,0.041192659
High blood plasma glucose,Liver cancer,35–44,2011,Females,0.064009435
High blood plasma glucose,Liver cancer,35–44,2011,Males,0.34723183
High blood plasma glucose,Liver cancer,35–44,2011,Persons,0.411241265
High blood plasma glucose,Liver cancer,35–44,2015,Females,0.153371489
High blood plasma glucose,Liver cancer,35–44,2015,Males,0.277888573
High blood plasma glucose,Liver cancer,35–44,2015,Persons,0.431260062
High blood plasma glucose,Liver cancer,35–44,2018,Females,0.130774582
High blood plasma glucose,Liver cancer,35–44,2018,Males,0.10760985
High blood plasma glucose,Liver cancer,35–44,2018,Persons,0.238384432
High blood plasma glucose,Liver cancer,45–54,2011,Females,0.533693615
High blood plasma glucose,Liver cancer,45–54,2011,Males,3.602881939
High blood plasma glucose,Liver cancer,45–54,2011,Persons,4.136575554
High blood plasma glucose,Liver cancer,45–54,2015,Females,1.151517982
High blood plasma glucose,Liver cancer,45–54,2015,Males,2.875016011
High blood plasma glucose,Liver cancer,45–54,2015,Persons,4.026533993
High blood plasma glucose,Liver cancer,45–54,2018,Females,0.887146357
High blood plasma glucose,Liver cancer,45–54,2018,Males,2.988938712
High blood plasma glucose,Liver cancer,45–54,2018,Persons,3.876085069
High blood plasma glucose,Liver cancer,55–64,2011,Females,2.393543604
High blood plasma glucose,Liver cancer,55–64,2011,Males,13.33471477
High blood plasma glucose,Liver cancer,55–64,2011,Persons,15.72825838
High blood plasma glucose,Liver cancer,55–64,2015,Females,4.002924466
High blood plasma glucose,Liver cancer,55–64,2015,Males,22.20339597
High blood plasma glucose,Liver cancer,55–64,2015,Persons,26.20632044
High blood plasma glucose,Liver cancer,55–64,2018,Females,5.400936963
High blood plasma glucose,Liver cancer,55–64,2018,Males,21.59791489
High blood plasma glucose,Liver cancer,55–64,2018,Persons,26.99885186
High blood plasma glucose,Liver cancer,65–84,2011,Females,17.82656233
High blood plasma glucose,Liver cancer,65–84,2011,Males,47.34726172
High blood plasma glucose,Liver cancer,65–84,2011,Persons,65.17382405
High blood plasma glucose,Liver cancer,65–84,2015,Females,25.06630427
High blood plasma glucose,Liver cancer,65–84,2015,Males,58.48995634
High blood plasma glucose,Liver cancer,65–84,2015,Persons,83.55626061
High blood plasma glucose,Liver cancer,65–84,2018,Females,24.06618241
High blood plasma glucose,Liver cancer,65–84,2018,Males,78.98008183
High blood plasma glucose,Liver cancer,65–84,2018,Persons,103.0462642
High blood plasma glucose,Liver cancer,85+,2011,Females,5.895326243
High blood plasma glucose,Liver cancer,85+,2011,Males,6.95224834
High blood plasma glucose,Liver cancer,85+,2011,Persons,12.84757458
High blood plasma glucose,Liver cancer,85+,2015,Females,5.646349354
High blood plasma glucose,Liver cancer,85+,2015,Males,16.94405399
High blood plasma glucose,Liver cancer,85+,2015,Persons,22.59040335
High blood plasma glucose,Liver cancer,85+,2018,Females,9.552369616
High blood plasma glucose,Liver cancer,85+,2018,Males,10.37092602
High blood plasma glucose,Liver cancer,85+,2018,Persons,19.92329563
High blood plasma glucose,Lung cancer,25–34,2011,Females,0.010296841
High blood plasma glucose,Lung cancer,25–34,2011,Males,0.053410161
High blood plasma glucose,Lung cancer,25–34,2011,Persons,0.063707002
High blood plasma glucose,Lung cancer,25–34,2015,Females,0.038081509
High blood plasma glucose,Lung cancer,25–34,2015,Males,0.029164089
High blood plasma glucose,Lung cancer,25–34,2015,Persons,0.067245598
High blood plasma glucose,Lung cancer,25–34,2018,Females,0.017566041
High blood plasma glucose,Lung cancer,25–34,2018,Males,0.04248948
High blood plasma glucose,Lung cancer,25–34,2018,Persons,0.060055521
High blood plasma glucose,Lung cancer,35–44,2011,Females,0.484600487
High blood plasma glucose,Lung cancer,35–44,2011,Males,0.715429117
High blood plasma glucose,Lung cancer,35–44,2011,Persons,1.200029604
High blood plasma glucose,Lung cancer,35–44,2015,Females,0.564001752
High blood plasma glucose,Lung cancer,35–44,2015,Males,0.929575114
High blood plasma glucose,Lung cancer,35–44,2015,Persons,1.493576866
High blood plasma glucose,Lung cancer,35–44,2018,Females,0.282385705
High blood plasma glucose,Lung cancer,35–44,2018,Males,0.405532002
High blood plasma glucose,Lung cancer,35–44,2018,Persons,0.687917707
High blood plasma glucose,Lung cancer,45–54,2011,Females,4.994534544
High blood plasma glucose,Lung cancer,45–54,2011,Males,8.588398224
High blood plasma glucose,Lung cancer,45–54,2011,Persons,13.58293277
High blood plasma glucose,Lung cancer,45–54,2015,Females,6.63288821
High blood plasma glucose,Lung cancer,45–54,2015,Males,7.134363067
High blood plasma glucose,Lung cancer,45–54,2015,Persons,13.76725128
High blood plasma glucose,Lung cancer,45–54,2018,Females,4.061895716
High blood plasma glucose,Lung cancer,45–54,2018,Males,7.224724245
High blood plasma glucose,Lung cancer,45–54,2018,Persons,11.28661996
High blood plasma glucose,Lung cancer,55–64,2011,Females,25.71328816
High blood plasma glucose,Lung cancer,55–64,2011,Males,48.93606201
High blood plasma glucose,Lung cancer,55–64,2011,Persons,74.64935017
High blood plasma glucose,Lung cancer,55–64,2015,Females,30.10732846
High blood plasma glucose,Lung cancer,55–64,2015,Males,57.62028399
High blood plasma glucose,Lung cancer,55–64,2015,Persons,87.72761245
High blood plasma glucose,Lung cancer,55–64,2018,Females,28.58307445
High blood plasma glucose,Lung cancer,55–64,2018,Males,52.15910891
High blood plasma glucose,Lung cancer,55–64,2018,Persons,80.74218336
High blood plasma glucose,Lung cancer,65–84,2011,Females,128.6488323
High blood plasma glucose,Lung cancer,65–84,2011,Males,286.9421221
High blood plasma glucose,Lung cancer,65–84,2011,Persons,415.5909544
High blood plasma glucose,Lung cancer,65–84,2015,Females,147.1356896
High blood plasma glucose,Lung cancer,65–84,2015,Males,294.6531121
High blood plasma glucose,Lung cancer,65–84,2015,Persons,441.7888018
High blood plasma glucose,Lung cancer,65–84,2018,Females,149.2806078
High blood plasma glucose,Lung cancer,65–84,2018,Males,310.731464
High blood plasma glucose,Lung cancer,65–84,2018,Persons,460.0120718
High blood plasma glucose,Lung cancer,85+,2011,Females,29.36528303
High blood plasma glucose,Lung cancer,85+,2011,Males,57.57219941
High blood plasma glucose,Lung cancer,85+,2011,Persons,86.93748244
High blood plasma glucose,Lung cancer,85+,2015,Females,28.83638925
High blood plasma glucose,Lung cancer,85+,2015,Males,91.86022921
High blood plasma glucose,Lung cancer,85+,2015,Persons,120.6966185
High blood plasma glucose,Lung cancer,85+,2018,Females,40.79454199
High blood plasma glucose,Lung cancer,85+,2018,Males,46.3577449
High blood plasma glucose,Lung cancer,85+,2018,Persons,87.15228689
High blood plasma glucose,Other diabetes mellitus,15–24,2011,Females,0.068
High blood plasma glucose,Other diabetes mellitus,15–24,2011,Males,0.068
High blood plasma glucose,Other diabetes mellitus,15–24,2011,Persons,0.136
High blood plasma glucose,Other diabetes mellitus,15–24,2015,Females,0.034
High blood plasma glucose,Other diabetes mellitus,15–24,2015,Males,0.068
High blood plasma glucose,Other diabetes mellitus,15–24,2015,Persons,0.102
High blood plasma glucose,Other diabetes mellitus,15–24,2018,Females,0.034
High blood plasma glucose,Other diabetes mellitus,15–24,2018,Males,0.034
High blood plasma glucose,Other diabetes mellitus,15–24,2018,Persons,0.068
High blood plasma glucose,Other diabetes mellitus,25–34,2011,Females,0.136
High blood plasma glucose,Other diabetes mellitus,25–34,2011,Males,0.034
High blood plasma glucose,Other diabetes mellitus,25–34,2011,Persons,0.17
High blood plasma glucose,Other diabetes mellitus,25–34,2015,Females,0.102
High blood plasma glucose,Other diabetes mellitus,25–34,2015,Males,0.204
High blood plasma glucose,Other diabetes mellitus,25–34,2015,Persons,0.306
High blood plasma glucose,Other diabetes mellitus,25–34,2018,Females,0.17
High blood plasma glucose,Other diabetes mellitus,25–34,2018,Males,0.17
High blood plasma glucose,Other diabetes mellitus,25–34,2018,Persons,0.34
High blood plasma glucose,Other diabetes mellitus,35–44,2011,Females,0.17
High blood plasma glucose,Other diabetes mellitus,35–44,2011,Males,0.544
High blood plasma glucose,Other diabetes mellitus,35–44,2011,Persons,0.714
High blood plasma glucose,Other diabetes mellitus,35–44,2015,Females,0.238
High blood plasma glucose,Other diabetes mellitus,35–44,2015,Males,0.544
High blood plasma glucose,Other diabetes mellitus,35–44,2015,Persons,0.782
High blood plasma glucose,Other diabetes mellitus,35–44,2018,Females,0.102
High blood plasma glucose,Other diabetes mellitus,35–44,2018,Males,0.272
High blood plasma glucose,Other diabetes mellitus,35–44,2018,Persons,0.374
High blood plasma glucose,Other diabetes mellitus,45–54,2011,Females,0.782
High blood plasma glucose,Other diabetes mellitus,45–54,2011,Males,1.632
High blood plasma glucose,Other diabetes mellitus,45–54,2011,Persons,2.414
High blood plasma glucose,Other diabetes mellitus,45–54,2015,Females,0.714
High blood plasma glucose,Other diabetes mellitus,45–54,2015,Males,1.258
High blood plasma glucose,Other diabetes mellitus,45–54,2015,Persons,1.972
High blood plasma glucose,Other diabetes mellitus,45–54,2018,Females,1.580404614
High blood plasma glucose,Other diabetes mellitus,45–54,2018,Males,1.394
High blood plasma glucose,Other diabetes mellitus,45–54,2018,Persons,2.974404614
High blood plasma glucose,Other diabetes mellitus,55–64,2011,Females,1.938
High blood plasma glucose,Other diabetes mellitus,55–64,2011,Males,2.89
High blood plasma glucose,Other diabetes mellitus,55–64,2011,Persons,4.828
High blood plasma glucose,Other diabetes mellitus,55–64,2015,Females,1.53
High blood plasma glucose,Other diabetes mellitus,55–64,2015,Males,3.4
High blood plasma glucose,Other diabetes mellitus,55–64,2015,Persons,4.93
High blood plasma glucose,Other diabetes mellitus,55–64,2018,Females,1.636017143
High blood plasma glucose,Other diabetes mellitus,55–64,2018,Males,4.182
High blood plasma glucose,Other diabetes mellitus,55–64,2018,Persons,5.818017143
High blood plasma glucose,Other diabetes mellitus,65–84,2011,Females,12.818
High blood plasma glucose,Other diabetes mellitus,65–84,2011,Males,21.30592993
High blood plasma glucose,Other diabetes mellitus,65–84,2011,Persons,34.12392993
High blood plasma glucose,Other diabetes mellitus,65–84,2015,Females,9.792
High blood plasma glucose,Other diabetes mellitus,65–84,2015,Males,14.28
High blood plasma glucose,Other diabetes mellitus,65–84,2015,Persons,24.072
High blood plasma glucose,Other diabetes mellitus,65–84,2018,Females,10.2
High blood plasma glucose,Other diabetes mellitus,65–84,2018,Males,15.64
High blood plasma glucose,Other diabetes mellitus,65–84,2018,Persons,25.84
High blood plasma glucose,Other diabetes mellitus,85+,2011,Females,14.348
High blood plasma glucose,Other diabetes mellitus,85+,2011,Males,9.656
High blood plasma glucose,Other diabetes mellitus,85+,2011,Persons,24.004
High blood plasma glucose,Other diabetes mellitus,85+,2015,Females,11.186
High blood plasma glucose,Other diabetes mellitus,85+,2015,Males,8.092
High blood plasma glucose,Other diabetes mellitus,85+,2015,Persons,19.278
High blood plasma glucose,Other diabetes mellitus,85+,2018,Females,11.424
High blood plasma glucose,Other diabetes mellitus,85+,2018,Males,9.826
High blood plasma glucose,Other diabetes mellitus,85+,2018,Persons,21.25
High blood plasma glucose,Other diabetes mellitus,Under 15,2011,Females,0
High blood plasma glucose,Other diabetes mellitus,Under 15,2011,Males,0.068
High blood plasma glucose,Other diabetes mellitus,Under 15,2011,Persons,0.068
High blood plasma glucose,Other diabetes mellitus,Under 15,2015,Females,0.034
High blood plasma glucose,Other diabetes mellitus,Under 15,2015,Males,0.034
High blood plasma glucose,Other diabetes mellitus,Under 15,2015,Persons,0.068
High blood plasma glucose,Other diabetes mellitus,Under 15,2018,Females,0
High blood plasma glucose,Other diabetes mellitus,Under 15,2018,Males,0
High blood plasma glucose,Other diabetes mellitus,Under 15,2018,Persons,0
High blood plasma glucose,Ovarian cancer,25–34,2011,Females,0.065800291
High blood plasma glucose,Ovarian cancer,25–34,2011,Persons,0.065800291
High blood plasma glucose,Ovarian cancer,25–34,2015,Females,0.019231876
High blood plasma glucose,Ovarian cancer,25–34,2015,Persons,0.019231876
