Risk factor,Linked disease,Year,Sex,Attributable deaths,Deaths,Percent deaths
Illicit drug use,Suicide and self-inflicted injuries,2003,Persons,243.9871543,2290.06272,10.65416908
Illicit drug use,Suicide and self-inflicted injuries,2011,Females,34.79173742,650.2963647,5.350135617
Illicit drug use,Suicide and self-inflicted injuries,2011,Males,238.6760376,1986.019389,12.01781005
Illicit drug use,Suicide and self-inflicted injuries,2011,Persons,273.4677751,2636.315753,10.37310401
Illicit drug use,Suicide and self-inflicted injuries,2015,Females,48.79345864,809.2806827,6.029238024
Illicit drug use,Suicide and self-inflicted injuries,2015,Males,322.1071536,2396.861499,13.43870531
Illicit drug use,Suicide and self-inflicted injuries,2015,Persons,370.9006122,3206.142182,11.5684393
Illicit drug use,Suicide and self-inflicted injuries,2018,Females,54.60022119,820.4927073,6.65456508
Illicit drug use,Suicide and self-inflicted injuries,2018,Males,355.3285372,2498.211127,14.22331897
Illicit drug use,Suicide and self-inflicted injuries,2018,Persons,409.9287583,3318.703835,12.35207415
Impaired kidney function,Chronic kidney disease,2003,Females,1058.054893,1058.054893,100
Impaired kidney function,Chronic kidney disease,2003,Males,981.6770373,981.6770373,100
Impaired kidney function,Chronic kidney disease,2003,Persons,2039.73193,2039.73193,100
Impaired kidney function,Chronic kidney disease,2011,Females,1441.416081,1441.416081,100
Impaired kidney function,Chronic kidney disease,2011,Males,1323.703586,1323.703586,100
Impaired kidney function,Chronic kidney disease,2011,Persons,2765.119668,2765.119668,100
Impaired kidney function,Chronic kidney disease,2015,Females,1982.598215,1982.598215,100
Impaired kidney function,Chronic kidney disease,2015,Males,1874.876983,1874.876983,100
Impaired kidney function,Chronic kidney disease,2015,Persons,3857.475198,3857.475198,100
Impaired kidney function,Chronic kidney disease,2018,Females,1646.422219,1646.422219,100
Impaired kidney function,Chronic kidney disease,2018,Males,1584.4927,1584.4927,100
Impaired kidney function,Chronic kidney disease,2018,Persons,3230.91492,3230.91492,100
Impaired kidney function,Coronary heart disease,2003,Females,1212.189288,13447.7547,9.014064543
Impaired kidney function,Coronary heart disease,2003,Males,1053.950965,14658.5125,7.190026716
Impaired kidney function,Coronary heart disease,2003,Persons,2266.140253,28106.2672,8.062757808
Impaired kidney function,Coronary heart disease,2011,Females,1046.003884,11556.62019,9.05112279
Impaired kidney function,Coronary heart disease,2011,Males,934.1696152,13135.19195,7.111960134
Impaired kidney function,Coronary heart disease,2011,Persons,1980.173499,24691.81215,8.019555177
Impaired kidney function,Coronary heart disease,2015,Females,957.9795514,10471.06768,9.148823983
Impaired kidney function,Coronary heart disease,2015,Males,875.2983252,12543.39533,6.978161035
Impaired kidney function,Coronary heart disease,2015,Persons,1833.277877,23014.46301,7.965764293
Impaired kidney function,Coronary heart disease,2018,Females,845.5326137,9080.293224,9.311732484
Impaired kidney function,Coronary heart disease,2018,Males,822.5699585,11955.12173,6.880481662
Impaired kidney function,Coronary heart disease,2018,Persons,1668.102572,21035.41496,7.929972267
Impaired kidney function,Dementia,2003,Females,342.2101481,3239.362664,10.56411966
Impaired kidney function,Dementia,2003,Males,145.4876193,1553.009537,9.368108554
Impaired kidney function,Dementia,2003,Persons,487.6977674,4792.372201,10.17654195
Impaired kidney function,Dementia,2011,Females,734.0427786,7167.265886,10.24160106
Impaired kidney function,Dementia,2011,Males,316.1367031,3666.88416,8.621398695
Impaired kidney function,Dementia,2011,Persons,1050.179482,10834.15005,9.693233685
Impaired kidney function,Dementia,2015,Females,903.6609841,8759.361913,10.31651612
Impaired kidney function,Dementia,2015,Males,397.5207408,4851.091319,8.194460064
Impaired kidney function,Dementia,2015,Persons,1301.181725,13610.45323,9.56016455
Impaired kidney function,Dementia,2018,Females,1031.084531,9726.054363,10.60126227
Impaired kidney function,Dementia,2018,Males,449.7628387,5585.143451,8.052843094
Impaired kidney function,Dementia,2018,Persons,1480.84737,15311.19781,9.671662451
Impaired kidney function,Gout,2003,Females,4.791586742,13.1118169,36.54403336
Impaired kidney function,Gout,2003,Males,4.205038589,15.792522,26.62677049
Impaired kidney function,Gout,2003,Persons,8.99662533,28.9043389,31.12551842
Impaired kidney function,Gout,2011,Females,4.100003479,11.34175859,36.14962747
Impaired kidney function,Gout,2011,Males,2.783396495,10.38023961,26.81437617
Impaired kidney function,Gout,2011,Persons,6.883399974,21.72199819,31.68861314
Impaired kidney function,Gout,2015,Females,2.243758364,6.312121734,35.54681703
Impaired kidney function,Gout,2015,Males,7.921833156,27.72976628,28.56797665
Impaired kidney function,Gout,2015,Persons,10.16559152,34.04188802,29.86200858
Impaired kidney function,Gout,2018,Females,3.30779912,8.341088296,39.65668511
Impaired kidney function,Gout,2018,Males,5.596855371,19.43985291,28.79062613
Impaired kidney function,Gout,2018,Persons,8.904654491,27.7809412,32.05310585
Impaired kidney function,Peripheral vascular disease,2003,Females,32.96383014,485.3480055,6.791792645
Impaired kidney function,Peripheral vascular disease,2003,Males,28.07328435,379.9959786,7.387784591
Impaired kidney function,Peripheral vascular disease,2003,Persons,61.0371145,865.3439841,7.053508849
Impaired kidney function,Peripheral vascular disease,2011,Females,25.80697584,376.5464618,6.853596691
Impaired kidney function,Peripheral vascular disease,2011,Males,27.66592858,367.1240909,7.535852117
Impaired kidney function,Peripheral vascular disease,2011,Persons,53.47290442,743.6705527,7.190402286
Impaired kidney function,Peripheral vascular disease,2015,Females,28.70660312,417.286769,6.87934659
Impaired kidney function,Peripheral vascular disease,2015,Males,27.45604018,377.0723294,7.281372309
Impaired kidney function,Peripheral vascular disease,2015,Persons,56.16264329,794.3590984,7.070183171
Impaired kidney function,Peripheral vascular disease,2018,Females,31.04107775,444.5609206,6.982412603
Impaired kidney function,Peripheral vascular disease,2018,Males,32.16781619,461.6887132,6.967425296
Impaired kidney function,Peripheral vascular disease,2018,Persons,63.20889394,906.2496338,6.974777322
Impaired kidney function,Stroke,2003,Females,521.2792064,7657.862052,6.807111474
Impaired kidney function,Stroke,2003,Males,346.2373844,5050.036627,6.856136104
Impaired kidney function,Stroke,2003,Persons,867.5165908,12707.89868,6.826593544
Impaired kidney function,Stroke,2011,Females,476.1157621,7171.401404,6.639089562
Impaired kidney function,Stroke,2011,Males,301.5505673,4691.930047,6.427004757
Impaired kidney function,Stroke,2011,Persons,777.6663294,11863.33145,6.555210335
Impaired kidney function,Stroke,2015,Females,453.9424561,6749.719088,6.72535331
Impaired kidney function,Stroke,2015,Males,280.3502195,4495.699846,6.2359639
Impaired kidney function,Stroke,2015,Persons,734.2926756,11245.41893,6.529704939
Impaired kidney function,Stroke,2018,Females,427.0208961,6227.740505,6.856754801
Impaired kidney function,Stroke,2018,Males,270.8644547,4406.13939,6.147432722
Impaired kidney function,Stroke,2018,Persons,697.8853507,10633.8799,6.562847781
Intimate partner violence,Alcohol use disorders,2003,Females,2.012307462,51.12452222,3.936090499
Intimate partner violence,Alcohol use disorders,2003,Persons,2.012307462,265.4177775,0.758166043
Intimate partner violence,Alcohol use disorders,2011,Females,3.186086142,73.56286231,4.331106814
Intimate partner violence,Alcohol use disorders,2011,Persons,3.186086142,284.3954929,1.120301208
Intimate partner violence,Alcohol use disorders,2015,Females,2.409871636,56.83546772,4.24008411
Intimate partner violence,Alcohol use disorders,2015,Persons,2.409871636,288.950109,0.834009596
Intimate partner violence,Alcohol use disorders,2018,Females,2.31492494,54.39264915,4.255951817
Intimate partner violence,Alcohol use disorders,2018,Persons,2.31492494,245.0934837,0.944506931
Intimate partner violence,Anxiety disorders,2003,Females,0.31996541,4.185327791,7.644930728
Intimate partner violence,Anxiety disorders,2003,Persons,0.31996541,6.269187864,5.103777671
Intimate partner violence,Anxiety disorders,2011,Females,0.05701575,1.209988206,4.712091343
Intimate partner violence,Anxiety disorders,2011,Persons,0.05701575,4.332826483,1.315901981
Intimate partner violence,Anxiety disorders,2015,Females,0.468135668,5.237412468,8.938300563
Intimate partner violence,Anxiety disorders,2015,Persons,0.468135668,7.330369942,6.386248877
Intimate partner violence,Anxiety disorders,2018,Females,0.973636055,10.35170595,9.405561365
Intimate partner violence,Anxiety disorders,2018,Persons,0.973636055,12.47329564,7.805764273
Intimate partner violence,Depressive disorders,2003,Females,2.550953668,35.00723562,7.286932611
Intimate partner violence,Depressive disorders,2003,Persons,2.550953668,53.06885709,4.806875083
Intimate partner violence,Depressive disorders,2011,Females,3.508755424,47.6987837,7.356068964
Intimate partner violence,Depressive disorders,2011,Persons,3.508755424,69.4523358,5.052033719
Intimate partner violence,Depressive disorders,2015,Females,5.632148545,49.52990899,11.37120714
Intimate partner violence,Depressive disorders,2015,Persons,5.632148545,72.31493441,7.788361549
Intimate partner violence,Depressive disorders,2018,Females,7.017256653,61.84709827,11.34613725
Intimate partner violence,Depressive disorders,2018,Persons,7.017256653,77.85537749,9.013194566
Intimate partner violence,Early pregnancy loss,2003,Females,0,0,
Intimate partner violence,Early pregnancy loss,2003,Persons,0,0,
Intimate partner violence,Early pregnancy loss,2011,Females,0,0,
Intimate partner violence,Early pregnancy loss,2011,Persons,0,0,
Intimate partner violence,Early pregnancy loss,2015,Females,0.21168747,1,21.16874699
Intimate partner violence,Early pregnancy loss,2015,Persons,0.21168747,1,21.16874699
Intimate partner violence,Early pregnancy loss,2018,Females,0.275011375,2,13.75056875
Intimate partner violence,Early pregnancy loss,2018,Persons,0.275011375,2,13.75056875
Intimate partner violence,Homicide and violence,2003,Females,51.17446543,102.0677013,50.13776619
Intimate partner violence,Homicide and violence,2003,Persons,51.17446543,310.0398329,16.50577119
Intimate partner violence,Homicide and violence,2011,Females,51.55469433,111.6506136,46.17502107
Intimate partner violence,Homicide and violence,2011,Persons,51.55469433,321.8099337,16.02023086
Intimate partner violence,Homicide and violence,2015,Females,53.26242656,94.10881645,56.59663842
Intimate partner violence,Homicide and violence,2015,Persons,53.26242656,291.1265972,18.29528015
Intimate partner violence,Homicide and violence,2018,Females,50.3729957,100.0977388,50.32380982
Intimate partner violence,Homicide and violence,2018,Persons,50.3729957,291.6584645,17.27122708
Intimate partner violence,Suicide and self-inflicted injuries,2003,Females,103.3860797,508.4549305,20.33338128
Intimate partner violence,Suicide and self-inflicted injuries,2003,Persons,103.3860797,2290.06272,4.51455232
Intimate partner violence,Suicide and self-inflicted injuries,2011,Females,126.1050385,650.2963647,19.39193349
Intimate partner violence,Suicide and self-inflicted injuries,2011,Persons,126.1050385,2636.315753,4.783381443
Intimate partner violence,Suicide and self-inflicted injuries,2015,Females,165.1610051,809.2806827,20.40837111
Intimate partner violence,Suicide and self-inflicted injuries,2015,Persons,165.1610051,3206.142182,5.15139366
Intimate partner violence,Suicide and self-inflicted injuries,2018,Females,166.922802,820.4927073,20.34421519
Intimate partner violence,Suicide and self-inflicted injuries,2018,Persons,166.922802,3318.703835,5.029758915
Iron deficiency,Iron-deficiency anaemia,2003,Females,23.00667795,23.00667795,100
Iron deficiency,Iron-deficiency anaemia,2003,Males,6.345360044,6.345360044,100
Iron deficiency,Iron-deficiency anaemia,2003,Persons,29.352038,29.352038,100
Iron deficiency,Iron-deficiency anaemia,2011,Females,14.01742802,14.01742802,100
Iron deficiency,Iron-deficiency anaemia,2011,Males,2.397040588,2.397040588,100
Iron deficiency,Iron-deficiency anaemia,2011,Persons,16.41446861,16.41446861,100
Iron deficiency,Iron-deficiency anaemia,2015,Females,21.12268415,21.12268415,100
Iron deficiency,Iron-deficiency anaemia,2015,Males,8.457311958,8.457311958,100
Iron deficiency,Iron-deficiency anaemia,2015,Persons,29.57999611,29.57999611,100
Iron deficiency,Iron-deficiency anaemia,2018,Females,17.18005124,17.18005124,100
Iron deficiency,Iron-deficiency anaemia,2018,Males,6.409781872,6.409781872,100
Iron deficiency,Iron-deficiency anaemia,2018,Persons,23.58983311,23.58983311,100
Low birth weight & short gestation,Birth trauma and asphyxia,2018,Females,15.53356425,59.55903846,26.08095204
Low birth weight & short gestation,Birth trauma and asphyxia,2018,Males,21.89995481,89.11663311,24.57448632
Low birth weight & short gestation,Birth trauma and asphyxia,2018,Persons,37.43351906,148.6756716,25.17797207
Low birth weight & short gestation,Haemophilus influenzae type-b,2018,Females,0,0,
Low birth weight & short gestation,Haemophilus influenzae type-b,2018,Males,0,0,
Low birth weight & short gestation,Haemophilus influenzae type-b,2018,Persons,0,0,
Low birth weight & short gestation,Lower respiratory infections,2018,Females,0.737798419,1971.951141,0.03741464
Low birth weight & short gestation,Lower respiratory infections,2018,Males,1.652311994,1651.404773,0.100054936
Low birth weight & short gestation,Lower respiratory infections,2018,Persons,2.390110413,3623.355915,0.065963998
Low birth weight & short gestation,Meningococcal disease,2018,Females,0,9.774947193,0
Low birth weight & short gestation,Meningococcal disease,2018,Males,0.253719163,7.291293353,3.479755253
Low birth weight & short gestation,Meningococcal disease,2018,Persons,0.253719163,17.06624055,1.486672843
Low birth weight & short gestation,Neonatal infections,2018,Females,3.969880178,15.21147148,26.09793657
Low birth weight & short gestation,Neonatal infections,2018,Males,4.409783895,17.57254695,25.09473388
Low birth weight & short gestation,Neonatal infections,2018,Persons,8.379664072,32.78401843,25.56021035
Low birth weight & short gestation,Other disorders of infancy,2018,Females,15.71553125,61.3923718,25.59850807
Low birth weight & short gestation,Other disorders of infancy,2018,Males,17.41149701,70.13265638,24.82651864
Low birth weight & short gestation,Other disorders of infancy,2018,Persons,33.12702826,131.5250282,25.1868627
Low birth weight & short gestation,Other gastrointestinal diseases,2018,Females,0.007379503,308.5885118,0.002391373
Low birth weight & short gestation,Other gastrointestinal diseases,2018,Males,0.001846038,233.084901,0.000792003
Low birth weight & short gestation,Other gastrointestinal diseases,2018,Persons,0.009225541,541.6734128,0.001703156
Low birth weight & short gestation,Other meningitis and encephalitis,2018,Females,0.354185757,29.71331601,1.192010198
Low birth weight & short gestation,Other meningitis and encephalitis,2018,Males,0.66024417,43.47685793,1.518610593
Low birth weight & short gestation,Other meningitis and encephalitis,2018,Persons,1.014429927,73.19017394,1.386019287
Low birth weight & short gestation,Otitis media,2018,Females,0,5.571693979,0
Low birth weight & short gestation,Otitis media,2018,Males,0.004615096,5.526453235,0.083509184
Low birth weight & short gestation,Otitis media,2018,Persons,0.004615096,11.09814721,0.041584383
Low birth weight & short gestation,Pneumococcal disease,2018,Females,0.090983497,6.565897993,1.385697696
Low birth weight & short gestation,Pneumococcal disease,2018,Males,0.253313213,10.2334938,2.475334601
Low birth weight & short gestation,Pneumococcal disease,2018,Persons,0.34429671,16.79939179,2.049459375
Low birth weight & short gestation,Pre-term birth and low birth weight  complications,2018,Females,88.36399902,88.36399902,100
Low birth weight & short gestation,Pre-term birth and low birth weight  complications,2018,Males,134.8271682,134.8271682,100
Low birth weight & short gestation,Pre-term birth and low birth weight  complications,2018,Persons,223.1911673,223.1911673,100
Low birth weight & short gestation,Rotavirus,2018,Females,0,0.021532615,0
Low birth weight & short gestation,Rotavirus,2018,Males,0,0.005967064,0
Low birth weight & short gestation,Rotavirus,2018,Persons,0,0.027499679,0
Low birth weight & short gestation,Salmonellosis,2018,Females,0.26320226,4.192418469,6.278053149
Low birth weight & short gestation,Salmonellosis,2018,Males,0.076808872,12.07899352,0.635888016
Low birth weight & short gestation,Salmonellosis,2018,Persons,0.340011132,16.27141199,2.089622782
Low birth weight & short gestation,Sudden infant death syndrome,2018,Females,5.028085382,21.1332432,23.7923036
Low birth weight & short gestation,Sudden infant death syndrome,2018,Males,8.276498986,37.90983203,21.83206451
Low birth weight & short gestation,Sudden infant death syndrome,2018,Persons,13.30458437,59.04307523,22.5336914
Low birth weight & short gestation,Upper respiratory infections,2018,Females,0.006149586,5.773712672,0.106510072
Low birth weight & short gestation,Upper respiratory infections,2018,Males,0.410623034,10.31362126,3.98136623
Low birth weight & short gestation,Upper respiratory infections,2018,Persons,0.41677262,16.08733393,2.590687937
Low bone mineral density,Falls,2003,Females,388.8176553,868.485196,44.76963535
Low bone mineral density,Falls,2003,Males,229.2246781,741.0438171,30.93267534
Low bone mineral density,Falls,2003,Persons,618.0423334,1609.529013,38.39895574
Low bone mineral density,Falls,2011,Females,543.402069,1436.180339,37.83661802
Low bone mineral density,Falls,2011,Males,344.7954729,1195.942624,28.830436
Low bone mineral density,Falls,2011,Persons,888.1975419,2632.122964,33.74453071
Low bone mineral density,Falls,2015,Females,712.890535,1913.815521,37.24969973
Low bone mineral density,Falls,2015,Males,415.8515803,1524.618367,27.27578188
Low bone mineral density,Falls,2015,Persons,1128.742115,3438.433888,32.82721588
Low bone mineral density,Falls,2018,Females,806.795382,2152.59967,37.48004764
Low bone mineral density,Falls,2018,Males,566.1816823,1939.852815,29.18683716
Low bone mineral density,Falls,2018,Persons,1372.977064,4092.452486,33.5490044
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2003,Females,1.955746816,60.90285453,3.211256404
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2003,Males,2.317662904,77.11096685,3.005620339
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2003,Persons,4.27340972,138.0138214,3.096363594
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2011,Females,1.406009099,34.57083614,4.067038162
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2011,Males,1.921733812,66.87780497,2.873500129
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2011,Persons,3.327742911,101.4486411,3.280224234
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2015,Females,2.272172383,69.80817945,3.254879874
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2015,Males,1.120566713,52.54053382,2.132766136
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2015,Persons,3.392739096,122.3487133,2.773007583
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2018,Females,1.421598341,41.6118525,3.416330338
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2018,Males,1.350423113,52.58159608,2.56824291
Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),2018,Persons,2.772021454,94.19344857,2.942902607
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2003,Females,11.64802691,276.7667567,4.208607656
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2003,Males,15.21510056,375.7743452,4.048999289
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2003,Persons,26.86312747,652.5411019,4.116695086
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2011,Females,16.2557002,363.9705343,4.466213241
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2011,Males,18.27437055,467.2056992,3.911418585
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2011,Persons,34.53007075,831.1762335,4.154362138
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2015,Females,14.83964707,384.3176815,3.861296992
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2015,Males,16.03128006,536.0727303,2.990504675
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2015,Persons,30.87092714,920.3904118,3.354112205
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2018,Females,16.39064847,420.9305905,3.89390765
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2018,Males,19.27358122,674.0988878,2.859162294
Occupational exposures & hazards,Acute myeloid leukaemia (AML),2018,Persons,35.66422969,1095.029478,3.256919598
Occupational exposures & hazards,Asbestosis,2003,Females,2.038210592,2.038210592,100
Occupational exposures & hazards,Asbestosis,2003,Males,73.67034353,73.67034353,100
Occupational exposures & hazards,Asbestosis,2003,Persons,75.70855412,75.70855412,100
Occupational exposures & hazards,Asbestosis,2011,Females,4.070079498,4.070079498,100
Occupational exposures & hazards,Asbestosis,2011,Males,121.4973869,121.4973869,100
Occupational exposures & hazards,Asbestosis,2011,Persons,125.5674664,125.5674664,100
Occupational exposures & hazards,Asbestosis,2015,Females,10.17182502,10.17182502,100
Occupational exposures & hazards,Asbestosis,2015,Males,117.0632047,117.0632047,100
Occupational exposures & hazards,Asbestosis,2015,Persons,127.2350297,127.2350297,100
Occupational exposures & hazards,Asbestosis,2018,Females,3.072445102,3.072445102,100
Occupational exposures & hazards,Asbestosis,2018,Males,135.6839584,135.6839584,100
Occupational exposures & hazards,Asbestosis,2018,Persons,138.7564035,138.7564035,100
Occupational exposures & hazards,Asthma,2003,Females,3.864586754,208.4002297,1.854406187
Occupational exposures & hazards,Asthma,2003,Males,9.275455015,104.9320513,8.839486979
Occupational exposures & hazards,Asthma,2003,Persons,13.14004177,313.332281,4.193644436
Occupational exposures & hazards,Asthma,2011,Females,4.98624236,267.142689,1.86650901
Occupational exposures & hazards,Asthma,2011,Males,7.504125178,113.915505,6.587448459
Occupational exposures & hazards,Asthma,2011,Persons,12.49036754,381.0581939,3.277811037
Occupational exposures & hazards,Asthma,2015,Females,3.408513358,300.7837213,1.133210715
Occupational exposures & hazards,Asthma,2015,Males,10.16579729,147.4368629,6.895017357
Occupational exposures & hazards,Asthma,2015,Persons,13.57431065,448.2205842,3.028488901
Occupational exposures & hazards,Asthma,2018,Females,3.06761791,278.6679185,1.100814879
Occupational exposures & hazards,Asthma,2018,Males,11.01552944,148.7635495,7.404723453
Occupational exposures & hazards,Asthma,2018,Persons,14.08314735,427.431468,3.294831664
Occupational exposures & hazards,Back pain and problems,2003,Females,0,32.35943781,0
Occupational exposures & hazards,Back pain and problems,2003,Males,0,32.05472756,0
Occupational exposures & hazards,Back pain and problems,2003,Persons,0,64.41416537,0
Occupational exposures & hazards,Back pain and problems,2011,Females,0,61.11377733,0
Occupational exposures & hazards,Back pain and problems,2011,Males,0,42.22854279,0
Occupational exposures & hazards,Back pain and problems,2011,Persons,0,103.3423201,0
Occupational exposures & hazards,Back pain and problems,2015,Females,0,48.74767126,0
Occupational exposures & hazards,Back pain and problems,2015,Males,0,31.51132219,0
Occupational exposures & hazards,Back pain and problems,2015,Persons,0,80.25899345,0
Occupational exposures & hazards,Back pain and problems,2018,Females,0,64.92643897,0
Occupational exposures & hazards,Back pain and problems,2018,Males,0,47.48272385,0
Occupational exposures & hazards,Back pain and problems,2018,Persons,0,112.4091628,0
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2003,Females,4.181443191,115.8882386,3.608168734
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2003,Males,7.547973809,177.1939935,4.25972329
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2003,Persons,11.729417,293.0822321,4.002090784
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2011,Females,5.534700038,155.5709177,3.557670108
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2011,Males,7.893355528,202.3554462,3.900737873
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2011,Persons,13.42805557,357.9263639,3.751625172
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2015,Females,4.406072216,143.9455314,3.060930182
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2015,Males,5.857235117,204.4451964,2.864941423
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2015,Persons,10.26330733,348.3907278,2.945918624
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2018,Females,4.0386269,133.6060451,3.022787551
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2018,Males,4.915950483,185.9773044,2.643306665
Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2018,Persons,8.954577383,319.5833495,2.801953667
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2003,Females,2.308701737,58.09481867,3.974023484
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2003,Males,2.875067892,73.44012137,3.914846324
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2003,Persons,5.183769629,131.53494,3.940983002
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2011,Females,1.557423748,37.06889137,4.201430606
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2011,Males,2.283006307,61.59284898,3.706609363
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2011,Persons,3.840430055,98.66174035,3.892522107
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2015,Females,1.261839018,37.97932967,3.322436254
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2015,Males,1.770358692,63.1900534,2.801641393
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2015,Persons,3.03219771,101.1693831,2.997149551
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2018,Females,1.07099037,38.20932382,2.802955568
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2018,Males,1.992749653,75.51402963,2.638913143
Occupational exposures & hazards,Chronic myeloid leukaemia (CML),2018,Persons,3.063740022,113.7233534,2.694028912
Occupational exposures & hazards,COPD,2003,Females,11.2883014,2301.578917,0.49045902
Occupational exposures & hazards,COPD,2003,Males,47.45536874,3234.736667,1.467055085
Occupational exposures & hazards,COPD,2003,Persons,58.74367014,5536.315584,1.061060723
Occupational exposures & hazards,COPD,2011,Females,15.01839218,2638.094883,0.569289311
Occupational exposures & hazards,COPD,2011,Males,59.56031267,3361.792838,1.771683014
Occupational exposures & hazards,COPD,2011,Persons,74.57870486,5999.887721,1.243001675
Occupational exposures & hazards,COPD,2015,Females,17.30478622,3401.821715,0.508691745
Occupational exposures & hazards,COPD,2015,Males,67.58494232,3853.065363,1.754056471
Occupational exposures & hazards,COPD,2015,Persons,84.88972854,7254.887078,1.170104064
Occupational exposures & hazards,COPD,2018,Females,20.91055591,3397.364968,0.615493363
Occupational exposures & hazards,COPD,2018,Males,75.82109653,3870.878808,1.958756662
Occupational exposures & hazards,COPD,2018,Persons,96.73165244,7268.243776,1.330880683
Occupational exposures & hazards,Drowning,2003,Females,2.860943359,52.80398204,5.418044715
Occupational exposures & hazards,Drowning,2003,Males,9.619319959,198.2477434,4.852171226
Occupational exposures & hazards,Drowning,2003,Persons,12.48026332,251.0517254,4.971192011
Occupational exposures & hazards,Drowning,2011,Females,0.597224165,43.41217147,1.37570673
Occupational exposures & hazards,Drowning,2011,Males,5.520489629,183.276832,3.012104459
Occupational exposures & hazards,Drowning,2011,Persons,6.117713794,226.6890035,2.698725434
Occupational exposures & hazards,Drowning,2015,Females,0.773759514,47.72752053,1.621201992
Occupational exposures & hazards,Drowning,2015,Males,9.456282715,185.997797,5.084083181
Occupational exposures & hazards,Drowning,2015,Persons,10.23004223,233.7253175,4.376950831
Occupational exposures & hazards,Drowning,2018,Females,0,48.18013073,0
Occupational exposures & hazards,Drowning,2018,Males,0,174.883655,0
Occupational exposures & hazards,Drowning,2018,Persons,0,223.0637858,0
Occupational exposures & hazards,Falls,2003,Females,2.587815135,868.485196,0.297968825
Occupational exposures & hazards,Falls,2003,Males,52.6286364,741.0438171,7.101960125
Occupational exposures & hazards,Falls,2003,Persons,55.21645153,1609.529013,3.430596844
Occupational exposures & hazards,Falls,2011,Females,4.013001414,1436.180339,0.279421832
Occupational exposures & hazards,Falls,2011,Males,34.92747183,1195.942624,2.920497281
Occupational exposures & hazards,Falls,2011,Persons,38.94047325,2632.122964,1.479432146
Occupational exposures & hazards,Falls,2015,Females,3.569239528,1913.815521,0.18649862
Occupational exposures & hazards,Falls,2015,Males,43.86880604,1524.618367,2.877363083
Occupational exposures & hazards,Falls,2015,Persons,47.43804556,3438.433888,1.379641055
Occupational exposures & hazards,Falls,2018,Females,1.879305423,2152.59967,0.087303991
Occupational exposures & hazards,Falls,2018,Males,26.73099409,1939.852815,1.37799084
Occupational exposures & hazards,Falls,2018,Persons,28.61029952,4092.452486,0.699099125
Occupational exposures & hazards,"Fire, burns and scalds",2003,Females,0.352812594,40.1613325,0.878488267
Occupational exposures & hazards,"Fire, burns and scalds",2003,Males,5.505631626,73.90041459,7.450068658
Occupational exposures & hazards,"Fire, burns and scalds",2003,Persons,5.858444219,114.0617471,5.136204178
